symbol,category
Kbtbd3,transcription
Casp1,apoptosis
Casp4,apoptosis
Casp12,apoptosis
Mmp13,proteolysis
Mmp12,proteolysis
Mmp7,proteolysis
Trpc6,development
Pgr,receptors and binding proteins
Ccdc82,transcription
Gpr83,signaling
Taf1d,transcription
Slc36a4,metabolism and transport
Olr1143,receptors and binding proteins
Zfp317,transcription
Olr1159,receptors and binding proteins
LOC690821,receptors and binding proteins
Olr1186,receptors and binding proteins
Zfp426l2,transcription
Slc44a2,metabolism and transport
Dnm2,cytoskeleton
Smarca4,epigenetics
Ldlr,receptors and binding proteins
RGD1308026,miscellaneous and unknown
Prkcsh,signaling
Bbs9,development
Bmper,development
41159,growth factor
Prdm10,transcription
Nfrkb,transcription
Srpr,signaling
Rpusd4,translation and protein modification
Cdon,cytoskeleton
Pus3,metabolism and transport
LOC100362690,miscellaneous and unknown
LOC171573,development
Esam,cytoskeleton
Vsig2,immune response
Olr1199,receptors and binding proteins
Olr1203,receptors and binding proteins
Olr1223,receptors and binding proteins
Olr1225,receptors and binding proteins
Olr1226,receptors and binding proteins
Olr1233,receptors and binding proteins
Olr1234,receptors and binding proteins
Olr1237,receptors and binding proteins
Olr1249,receptors and binding proteins
Olr1256,receptors and binding proteins
Vwa5a,development
RGD1563738,development
Olr1328,receptors and binding proteins
Olr1329,receptors and binding proteins
Mirlet7a-2,micro RNA
Vof16,development
Pvrl1,receptors and binding proteins
Thy1,immune response
Mfrp,receptors and binding proteins
Mcam,cytoskeleton
Ccdc153,transcription
Dpagt1,metabolism and transport
Hyou1,signaling
Cd3d,immune response
Mpzl2,development
Fxyd6,metabolism and transport
Dscaml1,development
Pcsk7,proteolysis
Cadm1,cytoskeleton
RGD1566243,miscellaneous and unknown
Tmprss5,proteolysis
LOC363060,EST
Il18,growth factor
Timm8b,metabolism and transport
Pih1d2,signaling
Cryab,development
Btg4,transcription
Exph5,signaling
Kdelc2,miscellaneous and unknown
RGD1311251,EST
Npat,transcription
Slc35f2,metabolism and transport
Crabp1,receptors and binding proteins
Ireb2,receptors and binding proteins
Atp1b3,metabolism and transport
Cspg4,cytoskeleton
Imp3,translation and protein modification
Snupn,receptors and binding proteins
Ptpn9,signaling
Sin3a,transcription
Ulk3,development
Sema7a,development
Stra6,signaling
Stoml1,metabolism and transport
Nptn,receptors and binding proteins
Adpgk,metabolism and transport
Hexa,metabolism and transport
Myo9a,cytoskeleton
Larp6,translation and protein modification
RGD1560011,transcription
Tle3,transcription
Calml4,signaling
Megf11,growth factor
Igdcc3,immune response
Pdcd7,apoptosis
Ns5atp9,immune response
Fam96a,miscellaneous and unknown
Dapk2,apoptosis
Car12,metabolism and transport
Rora,receptors and binding proteins
Narg2,signaling
Anxa2,signaling
Gtf2a2,transcription
Myo1e,cytoskeleton
RGD1560796,development
Prtg,immune response
Rab27a,signaling
Pygo1,epigenetics
Rsl24d1,translation and protein modification
Myo5c,cytoskeleton
Bcl2l10,apoptosis
Lysmd2,cytoskeleton
Bmp5,growth factor
Gsta4,metabolism and transport
Gsta2,metabolism and transport
Mto1,translation and protein modification
Cd109,immune response
Myo6,cytoskeleton
Sh3bgrl2,metabolism and transport
Bckdhb,metabolism and transport
Tpbg,cytoskeleton
Rwdd2a,miscellaneous and unknown
Prss35,proteolysis
Plscr1,metabolism and transport
Plscr2,metabolism and transport
Plod2,metabolism and transport
Clstn2,metabolism and transport
Rbp1,receptors and binding proteins
LOC685501,miscellaneous and unknown
Foxl2,epigenetics
Cep70,cell cycle
Stag1,immune response
Ky,proteolysis
Slco2a1,metabolism and transport
Rab6b,signaling
Cpne4,development
Pik3r4,signaling
RGD1307220,EST
Wdr51a,miscellaneous and unknown
Dusp7,signaling
Pcbp4,apoptosis
Cish,transcription
Cdh29,cytoskeleton
Gmppb,signaling
Amigo3,cytoskeleton
Impdh2,metabolism and transport
Slc25a20,metabolism and transport
Ip6k2,signaling
Slc26a6,metabolism and transport
Shisa5,transcription
Plxnb1,EST
Spink8,proteolysis
Nme6,metabolism and transport
Map4,cytoskeleton
Scap,translation and protein modification
Ccdc12,transcription
RGD1564138,translation and protein modification
Trank1,development
Ubp1,metabolism and transport
Susd5,signaling
Glb1,metabolism and transport
Dync1li1,cytoskeleton
Osbpl10,receptors and binding proteins
Abhd5,metabolism and transport
Xylb,metabolism and transport
Acvr2b,receptors and binding proteins
Myrip,metabolism and transport
Entpd3,signaling
Trak1,metabolism and transport
RGD1304827,EST
Higd1a,transcription
Hhatl,metabolism and transport
Toag1,immune response
Kif15,cytoskeleton
Ccr9,growth factor
Ccr2,growth factor
Ccr5,growth factor
Gria4,signaling
LOC684822,miscellaneous and unknown
Birc2,apoptosis
Birc3,apoptosis
LOC654482,miscellaneous and unknown
RGD1563556,miscellaneous and unknown
RGD1564081,development
RGD1561795,EST
Ankrd49,transcription
Panx1,metabolism and transport
Mtnr1b,receptors and binding proteins
Fat3,transcription
Olr1117,receptors and binding proteins
Muc16,cytoskeleton
Olr1129,receptors and binding proteins
Olr1135,receptors and binding proteins
Olr1137,receptors and binding proteins
Olr1149,receptors and binding proteins
Olr1171,receptors and binding proteins
LOC100365715,EST
Zfp26,transcription
Zfp426,transcription
Fbxl12,transcription
Olfm2,development
Eif3g,translation and protein modification
Dnmt1,epigenetics
S1pr2,signaling
Rab3d,signaling
Tmem205,miscellaneous and unknown
Rp9,translation and protein modification
LOC500959,metabolism and transport
Glb1l2,metabolism and transport
Glb1l3,Golgi apparatus
Jam3,cytoskeleton
St14,transcription
St3gal4,metabolism and transport
Fam118b,miscellaneous and unknown
Ddx25,transcription
LOC680262,miscellaneous and unknown
Stt3a,metabolism and transport
Ei24,signaling
Slc37a2,metabolism and transport
Nrgn,signaling
Spa17,immune response
Olr1280,receptors and binding proteins
Olr1292,receptors and binding proteins
Olr1297,receptors and binding proteins
Olr1330,receptors and binding proteins
Olr1339,receptors and binding proteins
RGD1309108,miscellaneous and unknown
Ubash3b,signaling
Sorl1,receptors and binding proteins
Sc5dl,metabolism and transport
Grik4,signaling
Tmem136,miscellaneous and unknown
Oaf,development
Rnf26,proteolysis
C2cd2l,signaling
Hmbs,metabolism and transport
Vps11,proteolysis
Trappc4,metabolism and transport
Phldb1,signaling
Tmem25,miscellaneous and unknown
Ttc36,miscellaneous and unknown
Mll1,transcription
Atp5l,metabolism and transport
Cd3g,immune response
Tmprss4,proteolysis
Tagln,cytoskeleton
Sidt2,receptors and binding proteins
Rexo2,translation and protein modification
Zbtb16,transcription
Htr3a,receptors and binding proteins
Pts,metabolism and transport
Tex12,development
LOC100151767,EST
Dixdc1,signaling
LOC689959,miscellaneous and unknown
RGD1561984,translation and protein modification
Fdx1,electron transport
LOC100125362,miscellaneous and unknown
Atm,development
Acat1,metabolism and transport
Acsbg1,metabolism and transport
Wdr61,miscellaneous and unknown
Nrg4,growth factor
Tspan3,cytoskeleton
RGD1312026,EST
Lingo1,development
Odf3l1,cytoskeleton
Snx33,signaling
RGD1305464,growth factor
Scamp5,metabolism and transport
Mpi,metabolism and transport
Cplx3,metabolism and transport
Csk,signaling
Loxl1,metabolism and transport
Bbs4,development
Coro2b,cytoskeleton
Smad6,signaling
Plekho2,signaling
Trip4,transcription
LOC691658,development
Aph1b,development
Rab8b,signaling
Rnf111,proteolysis
Fam63b,miscellaneous and unknown
Adam10,proteolysis
Aqp9,metabolism and transport
Gcom1,development
Cgnl1,cytoskeleton
Tcf12,transcription
Pigb,metabolism and transport
Unc13c,development
Mapk6,signaling
Scg3,miscellaneous and unknown
Hcrtr2,receptors and binding proteins
LOC681849,miscellaneous and unknown
Slc17a5,metabolism and transport
Col12a1,cytoskeleton
Htr1b,receptors and binding proteins
Fam46a,miscellaneous and unknown
Ube2cbp,proteolysis
Pgm3,metabolism and transport
Me1,metabolism and transport
Snx14,signaling
Tmed3,metabolism and transport
Tbc1d2b,signaling
Chst2,metabolism and transport
RGD1307882,miscellaneous and unknown
Pls1,cytoskeleton
Ephb1,receptors and binding proteins
Srprb,signaling
Tf,receptors and binding proteins
RGD1310507,EST
Tmem108,miscellaneous and unknown
Uba5,proteolysis
Ccrl1,EST
Acpp,signaling
RGD1560166,signaling
Parp3,translation and protein modification
Grm2,receptors and binding proteins
Tex264,development
Rad54l2,DNA repair
Dock3,signaling
Mapkapk3,signaling
Cyb561d2,electron transport
Sema3b,development
Slc38a3,metabolism and transport
Sema3f,growth factor
Rbm5,translation and protein modification
Apeh,metabolism and transport
Dag1,cytoskeleton
LOC679586,metabolism and transport
Trex1,DNA repair
Ccdc72,transcription
Ptpn23,signaling
Klhl18,transcription
Nradd,apoptosis
Nbeal2,EST
Pth1r,receptors and binding proteins
Mlh1,transcription
Pdcd6ip,apoptosis
Fbxl2,transcription
Cmtm8,growth factor
Tgfbr2,growth factor
Ano10,signaling
RGD1559743,translation and protein modification
Zcwpw2,transcription
Cmc1,metabolism and transport
Plcd1,metabolism and transport
RGD1562373,metabolism and transport
Gorasp1,Golgi apparatus
Csrnp1,signaling
Cx3cr1,growth factor
Zfp651,transcription
LOC367195,translation and protein modification
RGD1311745,EST
Cdcp1,signaling
Tmem158,miscellaneous and unknown
Lztfl1,transcription
Thyn1,translation and protein modification
Slc5a7,metabolism and transport
Satb1,epigenetics
LOC691482,metabolism and transport
LOC680326,development
Rftn1,miscellaneous and unknown
RGD1311406,EST
Foxp4,transcription
Tomm6,metabolism and transport
Taf8,translation and protein modification
LOC363188,proteolysis
Rpl7l1,translation and protein modification
Ptk7,receptors and binding proteins
Srf,transcription
Pex6,signaling
Polr1c,translation and protein modification
Vegfa,growth factor
Tmem63b,EST
Slc29a1,metabolism and transport
Enpp4,signaling
Crisp2,development
Cenpq,cell cycle
Tmem14a,miscellaneous and unknown
Rab23,signaling
Hs6st1,Golgi apparatus
Cnnm4,cell cycle
Cox5b,electron transport
Mrpl30,translation and protein modification
Pdcl3,electron transport
Npas2,transcription
RGD1560909,miscellaneous and unknown
Map4k4,signaling
Il1r1,receptors and binding proteins
Slc9a4,metabolism and transport
RGD1310553,EST
Nck2,cytoskeleton
RGD1305645,cytoskeleton
Ercc5,epigenetics
Gulp1,development
Col3a1,cytoskeleton
Wdr75,miscellaneous and unknown
Asnsd1,metabolism and transport
LOC685203,miscellaneous and unknown
Mfsd6,metabolism and transport
Nab1,receptors and binding proteins
Obfc2a,receptors and binding proteins
Slc39a10,metabolism and transport
LOC686092,miscellaneous and unknown
Coq10b,metabolism and transport
Plcl1,metabolism and transport
Spats2l,development
Aox3,metabolism and transport
Ptp4a1,metabolism and transport
Bzw1,transcription
Cflar,apoptosis
Cyp20a1,electron transport
Pard3b,development
Nrp2,receptors and binding proteins
Eef1b2,translation and protein modification
Zdbf2,transcription
Adam23,proteolysis
Fastkd2,signaling
Creb1,signaling
Ccnyl1,cell cycle
Smarcal1,epigenetics
Igfbp2,receptors and binding proteins
Pnkd,development
Slc11a1,metabolism and transport
Ctdsp1,translation and protein modification
Rqcd1,signaling
Plcd4,metabolism and transport
Stk36,signaling
Des,cytoskeleton
Gmppa,signaling
Accn4,metabolism and transport
Inha,growth factor
Stk11ip,signaling
LOC100364077,transcription
Acsl3,metabolism and transport
Mrpl44,translation and protein modification
RGD1310230,EST
Ccl20,growth factor
LOC363267,miscellaneous and unknown
Fbxo36,transcription
Cops7b,development
Eif4e2,translation and protein modification
Efhd1,miscellaneous and unknown
Sh3bp4,signaling
Cxcr7,growth factor
Mlph,metabolism and transport
Ramp1,signaling
Asb1,transcription
Sept2,growth factor
Farp2,signaling
Bok,apoptosis
Thap4,miscellaneous and unknown
Ing5,growth factor
Gal3st2,Golgi apparatus
RGD1308143,miscellaneous and unknown
RGD1562136,miscellaneous and unknown
RGD1559955,translation and protein modification
Man2a1,Golgi apparatus
Ddx11,transcription
RGD1561734,miscellaneous and unknown
Epb4.1l3,cytoskeleton
Zfp161,transcription
Dlgap1,signaling
Mettl4,epigenetics
Yes1,transcription
Pcaf,epigenetics
Pgc,proteolysis
Usp49,proteolysis
Med20,transcription
Trerf1,transcription
Tbcc,translation and protein modification
Klhdc3,transcription
Yipf3,development
Gtpbp2,signaling
Slc35b2,metabolism and transport
Clic5,metabolism and transport
Rcan2,development
Cyp39a1,electron transport
Pla2g7,metabolism and transport
Gpr116,signaling
Tnfrsf21,apoptosis
RGD1563020,EST
Defb49,signaling
Pkhd1,development
Gsta3,metabolism and transport
LOC501110,metabolism and transport
Fam135a,miscellaneous and unknown
Col19a1,cytoskeleton
Zfp451,transcription
Uggt1,metabolism and transport
RGD1309220,EST
Lman2l,cytoskeleton
Fam178b,miscellaneous and unknown
Actr1b,cytoskeleton
Mgat4a,Golgi apparatus
RGD1310819,miscellaneous and unknown
Rev1,DNA repair
Aff3,miscellaneous and unknown
Lonrf2,proteolysis
LOC100360067,EST
Tbc1d8,signaling
Rnf149,proteolysis
Fhl2,development
Slc40a1,metabolism and transport
Osgepl1,proteolysis
Stat1,transcription
Stk17b,signaling
Hecw2,proteolysis
LOC681338,translation and protein modification
Gtf3c3,transcription
Hspd1,signaling
Rftn2,miscellaneous and unknown
Boll,development
Satb2,epigenetics
RGD1311269,miscellaneous and unknown
Kctd18,metabolism and transport
Clk1,signaling
Orc2l,cell cycle
Fam126b,miscellaneous and unknown
Trak2,metabolism and transport
Sumo1,translation and protein modification
Ica1l,immune response
Ino80d,transcription
Ndufs1,metabolism and transport
Mdh1b,metabolism and transport
Klf7,transcription
Fzd5,receptors and binding proteins
Plekhm3,signaling
Idh1,metabolism and transport
LOC367289,miscellaneous and unknown
Acadl,metabolism and transport
Erbb4,signaling
Fn1,cytoskeleton
Mreg,metabolism and transport
Igfbp5,receptors and binding proteins
Tnp1,epigenetics
Tns1,signaling
Aamp,development
Tmbim1,apoptosis
Ihh,development
Atg9a,apoptosis
Glb1l,metabolism and transport
Epha4,receptors and binding proteins
Farsb,metabolism and transport
Scg2,cytoskeleton
Ap1s3,Golgi apparatus
Serpine2,proteolysis
RGD1561963,signaling
Col4a4,cytoskeleton
Slc19a3,metabolism and transport
Pid1,signaling
Dner,growth factor
Slc16a14,metabolism and transport
Htr2b,receptors and binding proteins
Nppc,metabolism and transport
Ngef,transcription
Usp40,proteolysis
Col6a3,cytoskeleton
Hes6,transcription
Per2,development
Kif1a,cytoskeleton
Hdlbp,metabolism and transport
Chchd2,transcription
St8sia4,Golgi apparatus
Slco4c1,metabolism and transport
Efna5,signaling
Fbxl17,transcription
Rab31,signaling
Ankrd12,transcription
LOC690074,miscellaneous and unknown
Myl12b,cytoskeleton
RGD1309537,cytoskeleton
Smchd1,cytoskeleton
Adcyap1,signaling
LOC310926,miscellaneous and unknown
Pros1,apoptosis
St6gal2,metabolism and transport
Emr4,signaling
Oit3,development
Cyp2c12,electron transport
Slc25a23,metabolism and transport
Mllt1,development
LOC301124,EST
Ptprs,signaling
M6prbp1,EST
LOC363328,signaling
Dpp9,proteolysis
LOC501282,EST
Stap2,signaling
Dbi,signaling
Tmem37,miscellaneous and unknown
LOC685904,miscellaneous and unknown
LOC100364132,EST
Emr1,signaling
Tbcd,EST
Ces3,metabolism and transport
LOC681796,cell cycle
P4ha1,metabolism and transport
Crb3,development
Alkbh7,metabolism and transport
Clpp,EST
Ndufa11,metabolism and transport
Tmem146,signaling
Safb,signaling
Tnfaip8l1,apoptosis
Shd,signaling
Uxs1,metabolism and transport
Efcab1,receptors and binding proteins
Itsn2,EST
Agtr2,receptors and binding proteins
Cbx4,epigenetics
Tbc1d16,signaling
C1ql2,immune response
Tnfsf14,apoptosis
C3,immune response
RGD1564736,EST
LOC683577,development
Lamp2,cytoskeleton
Fam70a,miscellaneous and unknown
Ndufa1,metabolism and transport
Akap14,signaling
40427,growth factor
RGD1564541,miscellaneous and unknown
Klhl13,cell cycle
Syn1,development
Slc9a7,metabolism and transport
RGD1559731,EST
Ndp,signaling
Maob,metabolism and transport
RGD1561661,metabolism and transport
Rpgr,metabolism and transport
Dynlt3,development
Porcn,development
Plp2,cytoskeleton
Usp27x,proteolysis
Clcn5,metabolism and transport
Ccnb3,EST
Amot,development
Lhfpl1,development
Capn6,proteolysis
Chrdl1,development
Acsl4,metabolism and transport
Gucy2f,translation and protein modification
LOC681355,metabolism and transport
Alas2,metabolism and transport
RGD1561065,epigenetics
Mir98,micro RNA
Hsd17b10,metabolism and transport
Smc1a,cytoskeleton
Clcn4-2,metabolism and transport
Frmpd4,signaling
Tlr7,receptors and binding proteins
Egfl6,signaling
LOC367782,transcription
Rab9a,signaling
Glra2,receptors and binding proteins
Mospd2,development
Car5b,metabolism and transport
Zrsr2,translation and protein modification
Grpr,receptors and binding proteins
S100g,receptors and binding proteins
Reps2,EST
Mbtps2,proteolysis
Phex,development
Prdx4,electron transport
Sat1,metabolism and transport
Tmem47,miscellaneous and unknown
Dmd,development
LOC317546,receptors and binding proteins
LOC681382,miscellaneous and unknown
Klhl15,transcription
Msn,cytoskeleton
Heph,metabolism and transport
Gpr165,signaling
Ar,epigenetics
Fam155b,miscellaneous and unknown
Itgb1bp2,receptors and binding proteins
Taf1,transcription
Ogt,Golgi apparatus
LOC100366112,miscellaneous and unknown
Chic1,miscellaneous and unknown
LOC680227,miscellaneous and unknown
Magee2,miscellaneous and unknown
RGD1562502,EST
Fgf16,growth factor
Cox7b,electron transport
Pgk1,metabolism and transport
Lpar4,receptors and binding proteins
RGD1562871,cell cycle
Sh3bgrl,metabolism and transport
Apool,metabolism and transport
Znf711,transcription
Dach2,development
Klhl4,transcription
M6pr,receptors and binding proteins
Diaph2,development
Srpx2,signaling
Armcx3,transcription
Bhlhb9,transcription
MGC109340,signaling
RGD1310571,miscellaneous and unknown
Bex4,development
Wbp5,receptors and binding proteins
Plp1,cytoskeleton
Cldn2,cytoskeleton
Mid2,cytoskeleton
Vsig1,immune response
RGD1565430,EST
RGD1566225,EST
Mst4,signaling
Htatsf1,transcription
LOC302845,miscellaneous and unknown
RGD1564173,EST
Ldoc1,transcription
Aff2,miscellaneous and unknown
Hmgb3,cell cycle
Magea10,immune response
Zfp185,transcription
F8a1,immune response
Zfp275,transcription
Plxnb3,receptors and binding proteins
Ssr4,signaling
G6pd,metabolism and transport
Lage3,immune response
Dnase1l1,metabolism and transport
Flna,cytoskeleton
Ikbkg,signaling
Gria3,signaling
Mcts1,miscellaneous and unknown
Zbtb33,transcription
Rhox8,transcription
Rnf113a1,proteolysis
Nkap,signaling
Pgrmc1,receptors and binding proteins
Lonrf3,proteolysis
Zcchc12,transcription
LOC299214,translation and protein modification
Wdr44,miscellaneous and unknown
Timp1,proteolysis
Cfp,immune response
Uba1,proteolysis
RGD1563945,miscellaneous and unknown
Maoa,metabolism and transport
Gpr34,signaling
Usp9x,proteolysis
Ube2q2l,proteolysis
Fam133b,miscellaneous and unknown
RGD1559951,translation and protein modification
Mid1ip1,development
Sytl5,development
RGD1563155,EST
Cybb,electron transport
LOC100365770,epigenetics
Slc35a2,metabolism and transport
Tcfe3,transcription
Wdr45,miscellaneous and unknown
Syp,metabolism and transport
LOC367746,cell cycle
LOC680214,miscellaneous and unknown
Bmp15,growth factor
Il13ra2,receptors and binding proteins
Htr2c,receptors and binding proteins
RGD1560493,EST
Pak3,signaling
Tmem164,miscellaneous and unknown
Nxt2,transcription
Spin2a,development
Ubqln2,proteolysis
RragB,signaling
Mageh1,transcription
RGD1565983,proteolysis
Gnl3l,signaling
Shroom2,cytoskeleton
Mid1,growth factor
LOC686031,miscellaneous and unknown
Trappc2,metabolism and transport
Gpm6b,cytoskeleton
Gemin8,translation and protein modification
Piga,metabolism and transport
Figf,growth factor
Pir,transcription
Ap1s2,Golgi apparatus
RGD1564836,transcription
Ctps2,metabolism and transport
Rbbp7,cell cycle
RGD1560203,metabolism and transport
Rai2,development
Pdha1,metabolism and transport
RGD1562161,EST
Eif1ay,translation and protein modification
Rps6ka3,signaling
Smpx,development
Prkx,signaling
LOC367808,metabolism and transport
Il1rapl1,receptors and binding proteins
Pdk3,signaling
Zfx,transcription
Eif2s3x,translation and protein modification
Rwdd4a,miscellaneous and unknown
RGD1565054,translation and protein modification
RGD1564406,EST
Ophn1,development
Slc7a3,metabolism and transport
Zmym3,transcription
Rps4x,translation and protein modification
Hdac8,epigenetics
Dmap1,epigenetics
Hras,transcription
Slc16a2,metabolism and transport
Rlim,proteolysis
LOC503452,EST
Atrx,epigenetics
Magt1,electron transport
Taf9b,translation and protein modification
Fndc3c1,cytoskeleton
LOC501599,cytoskeleton
Zcchc5,transcription
Itm2a,cytoskeleton
RGD1566265,EST
Brwd3,miscellaneous and unknown
RGD1562039,miscellaneous and unknown
RGD1563666,EST
Pof1b,development
Obox2,transcription
Pcdh19,cytoskeleton
Tspan6,cytoskeleton
Timm8a1,metabolism and transport
RGD1559530,transcription
Pramel3,miscellaneous and unknown
Rab9b,signaling
Rbm41,translation and protein modification
Tsc22d3,transcription
RGD1564295,EST
Apln,signaling
Zdhhc9,transcription
Elf4,transcription
Suhw3,development
RGD1564955,cytoskeleton
Igsf1,immune response
Hs6st2,Golgi apparatus
Usp26,proteolysis
Gpc3,cytoskeleton
Mir351,micro RNA
RGD1565514,EST
Arhgef6,signaling
Gpr101,signaling
RGD1560585,EST
LOC686096,miscellaneous and unknown
LOC302473,miscellaneous and unknown
Gabra3,receptors and binding proteins
LOC690041,immune response
Hcfc1,cell cycle
Plxna3,receptors and binding proteins
Emd,cytoskeleton
Gprasp1,signaling
